Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
Griewank,2.91071527376277,2.23950642635435,3.12891940870902,0.09,1000,20000,150,1,1
