Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
Alpine,8.1722467349584,6.58146591970121,9.36141288613597,0.09,1000,20000,150,1,1
