Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
Rosenbrock,5.04317295449796,4.04350330942398,5.54480135360219,0.09,1000,20000,150,1,1
