Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
SumOfPowers,0.0528963532118379,0.0428081719904946,0.0544369097539919,0.09,1000,20000,150,1,1
