Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
DixonPrice,5.9353293163192,4.66711274673804,6.26507970733905,0.09,1000,20000,150,1,1
