Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
Schwefel226,1.76926298241924,0.448377534901961,0.540564173645581,0.09,1000,20000,150,1,1
