Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
SchumerSteiglitz,4.84419912062575,4.19544698544699,5.63274382266615,0.09,1000,20000,150,1,1
