Function,HistoricFit,DiseaseFit,ModernFit,ModernBreeding,SizeOfGenes,NumberOfGenes,Mutations,SeriesRuns,ParallelRuns
Rastrigin,4.14600800169558,3.08917852441903,4.17996224619059,0.09,1000,20000,150,1,1
