Function,Historic Fit,Disease Fit,Modern Fit,Modern Kill,Historic Kill,Modern Breeding,Size of Genes,Number of Genes,Min Fitness,Max Fitness
Rosenbrock,1.050440486,0.890578209,1.113326629,1.003,1.066,0.13,10,100,0,31860
