"Start Year","End Year","Environment Capacity","Breeding Probability","Disease","Fitness Factor","Expected Max Population","Max Age","Max Breeding Age","Avg Capacity Factor","Avg Capacity Fitness","Mutations","Modern","Update Max Fitness"
"-5050","-51","1500","0.35","false","1.0","1500","90","41","1.9602730738882586","1.9602730738882586","0.00375","false","true"
"-50","0","1500","0.35","false","1.0","1500","90","41","1.9076775835002808","1.9076775835002808","0.00375","false","true"
"1","43","2000","0.35","false","1.0","2000","90","41","1.918878199841771","1.918878199841771","0.00375","false","true"
"44","200","4500","0.35","false","1.0","4500","90","41","1.9155744446012415","1.9155744446012415","0.00375","false","true"
"201","410","3000","0.35","false","1.0","3000","90","41","1.9027116174587277","1.9027116174587277","0.00375","false","true"
"411","430","1250","0.35","false","1.0","1250","90","41","1.825466078400373","1.825466078400373","0.00375","false","true"
"431","500","1300","0.35","false","1.0","1300","90","41","1.9089658493581985","1.9089658493581985","0.00375","false","true"
"501","750","1300","0.35","false","1.0","1300","90","41","1.9071140039617769","1.9071140039617769","0.00375","false","true"
"751","950","1400","0.35","false","1.0","1400","90","41","1.9056921180044417","1.9056921180044417","0.00375","false","true"
"951","1066","1500","0.35","false","1.0","1500","90","41","1.9075776138676022","1.9075776138676022","0.00375","false","true"
"1067","1086","2000","0.35","false","1.0","2000","90","41","1.9332745096995936","1.9332745096995936","0.00375","false","true"
"1087","1190","3700","0.35","false","1.0","3700","90","41","1.9170922448684424","1.9170922448684424","0.00375","false","true"
"1191","1220","4800","0.35","false","1.0","4800","90","41","1.92120205363808","1.92120205363808","0.00375","false","true"
"1221","1250","5000","0.35","false","1.0","5000","90","41","1.908816278110457","1.908816278110457","0.00375","false","true"
"1251","1279","5300","0.35","false","1.0","5300","90","41","1.9109629208798848","1.9109629208798848","0.00375","false","true"
"1280","1290","5700","0.35","false","1.0","5700","90","41","1.921046645566732","1.921046645566732","0.00375","false","true"
"1291","1315","5600","0.35","false","1.0","5600","90","41","1.903513628045074","1.903513628045074","0.00375","false","true"
"1316","1325","5000","0.35","false","1.0","5000","90","41","1.8830577609679118","1.8830577609679118","0.00375","false","true"
"1326","1348","5700","0.35","false","1.0","5700","90","41","1.9171684382178926","1.9171684382178926","0.00375","false","true"
"1349","1351","3000","0.35","true","1.0","3000","90","41","1.558253743074707","1.558253743074707","0.00375","false","true"
"1352","1377","3000","0.35","false","1.0","3000","90","41","1.904770806158545","1.904770806158545","0.00375","false","true"
"1378","1400","2500","0.35","false","1.0","2500","90","41","1.8910136916468847","1.8910136916468847","0.00375","false","true"
"1401","1430","2400","0.35","false","1.0","2400","90","41","1.902801514335338","1.902801514335338","0.00375","false","true"
"1431","1450","2300","0.35","false","1.0","2300","90","41","1.9015476538360265","1.9015476538360265","0.00375","false","true"
"1451","1490","2600","0.35","false","1.0","2600","90","41","1.912168179531328","1.912168179531328","0.00375","false","true"
"1491","1522","2800","0.35","false","1.0","2800","90","41","1.9108865218613533","1.9108865218613533","0.00375","false","true"
"1523","1541","3400","0.35","false","1.0","3400","90","41","1.9242771263517857","1.9242771263517857","0.00375","false","true"
"1542","1560","3800","0.35","false","1.0","3800","90","41","1.9185918782805544","1.9185918782805544","0.00375","false","true"
"1561","1600","5000","0.31","false","1.0","5000","90","41","1.9266833467244115","1.9266833467244115","0.00375","false","true"
"1601","1650","6300","0.29","false","1.0","6300","90","41","1.92840149712801","1.92840149712801","0.00375","false","true"
"1651","1700","6200","0.26","false","1.0","6200","90","41","1.9262412811090952","1.9262412811090952","0.00375","false","true"
"1701","1801","11300","0.25","false","1.0","11300","90","41","1.9419525892256944","1.9419525892256944","0.00375","false","true"
"1802","1811","12500","0.28","false","1.0","12500","90","41","1.9432342330156","1.9432342330156","0.00375","false","true"
"1812","1821","13400","0.28","false","1.0","13400","90","41","1.9375708372394562","1.9375708372394562","0.00375","false","true"
"1822","1831","15800","0.26","false","1.0","15800","90","41","1.9611324085553261","1.9611324085553261","0.00375","false","true"
"1832","1841","20200","0.25","false","1.0","20200","90","41","1.977696082239818","1.977696082239818","0.00375","false","true"
"1842","1851","27400","0.22","false","1.0","27400","90","41","1.9968034979456797","1.9968034979456797","0.00375","false","true"
"1852","1861","29000","0.25","false","1.0","29000","90","41","1.9394357282569175","1.9394357282569175","0.00375","false","true"
"1862","1871","31500","0.22","false","1.0","31500","90","41","1.9549377948018036","1.9549377948018036","0.00375","false","true"
"1872","1881","35000","0.21","false","1.0","35000","90","41","1.9605595771069513","1.9605595771069513","0.00375","false","true"
"1882","1891","37800","0.19","false","1.0","37800","90","41","1.9608909670680994","1.9608909670680994","0.00375","false","true"
"1892","1901","38200","0.18","false","1.0","38200","90","41","1.9517297063821197","1.9517297063821197","0.00375","false","true"
"1902","1911","42100","0.13","false","1.0","42100","90","41","1.9852298327813045","1.9852298327813045","0.00375","false","true"
"1912","1921","44000","0.14","false","1.0","44000","90","41","1.9707464594370372","1.9707464594370372","0.00375","false","true"
"1922","1931","45000","0.12","false","1.0","45000","90","41","1.9771842335228922","1.9771842335228922","0.00375","false","true"
"1932","1951","50200","0.07","false","1.0","50200","90","41","2.0028588823120765","2.0028588823120765","0.00375","false","true"
"1952","1961","55900","0.09","false","1.0","55900","90","41","2.012556459774012","2.012556459774012","0.00375","false","true"
"1962","1971","56300","0.1","false","1.0","56300","90","41","1.9975535216061346","1.9975535216061346","0.00375","false","true"
"1972","1981","57400","0.07","false","1.0","57400","90","41","2.010546863654085","2.010546863654085","0.00375","true","true"
"1982","1991","59300","0.1","false","1.0","59300","90","41","2.007561358532726","2.007561358532726","0.00375","true","true"
"1992","2001","63200","0.09","false","1.0","63200","90","41","2.0252127150452157","2.0252127150452157","0.00375","true","true"
"2002","2011","65600","0.09","false","1.0","65600","90","41","2.0406109654801416","2.0406109654801416","0.00375","true","true"
