"Start Year","End Year","Environment Capacity","Breeding Probability","Disease","Fitness Factor","Expected Max Population","Max Age","Max Breeding Age","Avg Capacity Factor","Avg Capacity Fitness","Mutations","Modern"
"-9050","-51","1500","0.35","false","1.0","1500","90","41","2.7293700351730523","2.7293700351730523","0.0075","false"
"-50","0","1500","0.35","false","1.0","1500","90","41","2.0812636001259337","2.0812636001259337","0.0075","false"
"1","43","2000","0.35","false","1.0","2000","90","41","2.0962543765180457","2.0962543765180457","0.0075","false"
"44","200","4500","0.35","false","1.0","4500","90","41","2.0908865785095054","2.0908865785095054","0.0075","false"
"201","410","3000","0.35","false","1.0","3000","90","41","2.076792448514359","2.076792448514359","0.0075","false"
"411","430","1250","0.35","false","1.0","1250","90","41","1.9910076623442698","1.9910076623442698","0.0075","false"
"431","500","1300","0.35","false","1.0","1300","90","41","2.084350405313971","2.084350405313971","0.0075","false"
"501","750","1300","0.35","false","1.0","1300","90","41","2.080571389421107","2.080571389421107","0.0075","false"
"751","950","1400","0.35","false","1.0","1400","90","41","2.0815004750696184","2.0815004750696184","0.0075","false"
"951","1066","1500","0.35","false","1.0","1500","90","41","2.0829435621615633","2.0829435621615633","0.0075","false"
"1067","1086","2000","0.35","false","1.0","2000","90","41","2.1081739444789216","2.1081739444789216","0.0075","false"
"1087","1190","3700","0.35","false","1.0","3700","90","41","2.0920321704762026","2.0920321704762026","0.0075","false"
"1191","1220","4800","0.35","false","1.0","4800","90","41","2.099204515497716","2.099204515497716","0.0075","false"
"1221","1250","5000","0.35","false","1.0","5000","90","41","2.0842323232603612","2.0842323232603612","0.0075","false"
"1251","1279","5300","0.35","false","1.0","5300","90","41","2.0869106078697435","2.0869106078697435","0.0075","false"
"1280","1290","5700","0.35","false","1.0","5700","90","41","2.095063082566538","2.095063082566538","0.0075","false"
"1291","1315","5600","0.35","false","1.0","5600","90","41","2.0783676812160685","2.0783676812160685","0.0075","false"
"1316","1325","5000","0.35","false","1.0","5000","90","41","2.0576059160558455","2.0576059160558455","0.0075","false"
"1326","1348","5700","0.35","false","1.0","5700","90","41","2.0912735646471656","2.0912735646471656","0.0075","false"
"1349","1351","3000","0.35","true","1.0","3000","90","41","1.706570644359817","1.706570644359817","0.0075","false"
"1352","1377","3000","0.35","false","1.0","3000","90","41","2.081572404894731","2.081572404894731","0.0075","false"
"1378","1400","2500","0.35","false","1.0","2500","90","41","2.063012628977137","2.063012628977137","0.0075","false"
"1401","1430","2400","0.35","false","1.0","2400","90","41","2.0781008450718343","2.0781008450718343","0.0075","false"
"1431","1450","2300","0.35","false","1.0","2300","90","41","2.07487921767432","2.07487921767432","0.0075","false"
"1451","1490","2600","0.35","false","1.0","2600","90","41","2.0840624720364334","2.0840624720364334","0.0075","false"
"1491","1522","2800","0.35","false","1.0","2800","90","41","2.084677639667125","2.084677639667125","0.0075","false"
"1523","1541","3400","0.35","false","1.0","3400","90","41","2.101405459510791","2.101405459510791","0.0075","false"
"1542","1560","3800","0.35","false","1.0","3800","90","41","2.0910052089124265","2.0910052089124265","0.0075","false"
"1561","1600","5000","0.31","false","1.0","5000","90","41","2.1025793846789385","2.1025793846789385","0.0075","false"
"1601","1650","6300","0.29","false","1.0","6300","90","41","2.1045817942318994","2.1045817942318994","0.0075","false"
"1651","1700","6200","0.26","false","1.0","6200","90","41","2.103040347016853","2.103040347016853","0.0075","false"
