"Function","Historic Fit","Disease Fit","Modern Fit","Modern Breeding","Size of Genes","Number of Genes","Mutations","SeriesRuns","ParallelRuns"
"FixedHalf","1.9117855125701593","1.5676157184909285","2.0109030197381133","0.09","1000","20000","150.0","1","1"
